Spider VIP Firmware - Signature Map
File: F:\Satelite\Spider VIP\SPIDER-VIP_v1.00.92_20260507.mupg
Size: 530,280,116 bytes

== Header ==
upgrade_type  : all
0x0013468A78  JFFS2 node (little-endian)
0x00134693A5  JFFS2 node (big-endian)
0x001346B3CA  ext2/3/4 superblock magic (@0x438)
0x001346B706  ext2/3/4 superblock magic (@0x438)
0x001346E70F  JFFS2 node (little-endian)
0x001347206C  ext2/3/4 superblock magic (@0x438)
0x0013473295  JFFS2 node (little-endian)
0x0013483DF2  ext2/3/4 superblock magic (@0x438)
0x0013485D7A  JFFS2 node (little-endian)
0x0013489CA4  JFFS2 node (big-endian)
0x0013496972  JFFS2 node (little-endian)
0x00134999E5  JFFS2 node (little-endian)
0x0013499C03  JFFS2 node (little-endian)
0x001349A69E  JFFS2 node (little-endian)
0x001349B6A2  JFFS2 node (big-endian)
0x00134B7BE2  JFFS2 node (big-endian)
0x00134B8065  JFFS2 node (little-endian)
0x00134B8380  JFFS2 node (big-endian)
0x00134BCA6A  JFFS2 node (big-endian)
0x00134BE503  JFFS2 node (little-endian)
0x00134C1FE3  JFFS2 node (little-endian)
0x00134C38B1  JFFS2 node (little-endian)
0x00134C86B3  JFFS2 node (big-endian)
0x00134C8A1A  ext2/3/4 superblock magic (@0x438)
0x00134CDE95  JFFS2 node (little-endian)
0x00134D13BF  ext2/3/4 superblock magic (@0x438)
0x00134D6933  ext2/3/4 superblock magic (@0x438)
0x00134D9906  JFFS2 node (little-endian)
0x00134DB5C5  JFFS2 node (little-endian)
0x00134E1693  ext2/3/4 superblock magic (@0x438)
0x00134E9304  JFFS2 node (little-endian)
0x00134EBF76  ext2/3/4 superblock magic (@0x438)
0x00134F009A  ext2/3/4 superblock magic (@0x438)
0x00134F7F8C  JFFS2 node (little-endian)
0x00134FE8D0  JFFS2 node (little-endian)
0x0013501899  JFFS2 node (little-endian)
0x001350E024  JFFS2 node (little-endian)
0x001351199D  JFFS2 node (little-endian)
0x001351794F  JFFS2 node (little-endian)
0x0013519BAF  JFFS2 node (little-endian)
0x001351EC7C  JFFS2 node (little-endian)
0x001352D275  JFFS2 node (little-endian)
0x001353718B  JFFS2 node (little-endian)
0x00135390BD  ext2/3/4 superblock magic (@0x438)
0x001354391A  ext2/3/4 superblock magic (@0x438)
0x0013548C4B  UBI volume header
0x0013556333  ext2/3/4 superblock magic (@0x438)
0x0013564F2B  JFFS2 node (little-endian)
0x0013565772  JFFS2 node (big-endian)
0x0013568B8C  ext2/3/4 superblock magic (@0x438)
0x001356D2EE  JFFS2 node (big-endian)
0x001356F157  JFFS2 node (big-endian)
0x0013576B60  JFFS2 node (big-endian)
0x0013576F3C  JFFS2 node (little-endian)
0x001357ACA2  JFFS2 node (big-endian)
0x001357D550  JFFS2 node (big-endian)
0x001357E1F0  JFFS2 node (big-endian)
0x001357E8FA  ext2/3/4 superblock magic (@0x438)
0x001357F00A  JFFS2 node (big-endian)
0x00135811C1  JFFS2 node (big-endian)
0x0013589677  JFFS2 node (big-endian)
0x001358A975  JFFS2 node (little-endian)
0x001359B396  JFFS2 node (little-endian)
0x001359C077  JFFS2 node (big-endian)
0x001359CFC9  JFFS2 node (big-endian)
0x00135AD3F3  JFFS2 node (little-endian)
0x00135B995B  ext2/3/4 superblock magic (@0x438)
0x00135BAA69  JFFS2 node (little-endian)
0x00135C0226  ext2/3/4 superblock magic (@0x438)
0x00135C1C30  JFFS2 node (little-endian)
0x00135C9DF2  ext2/3/4 superblock magic (@0x438)
0x00135C9E70  JFFS2 node (little-endian)
0x00135CB237  ext2/3/4 superblock magic (@0x438)
0x00135CDB8C  ext2/3/4 superblock magic (@0x438)
0x00135CFAEC  JFFS2 node (little-endian)
0x00135DF78B  ext2/3/4 superblock magic (@0x438)
0x00135E28F1  JFFS2 node (little-endian)
0x00135E5C90  JFFS2 node (big-endian)
0x00135EFAEE  ext2/3/4 superblock magic (@0x438)
0x00135F05B2  JFFS2 node (little-endian)
0x00135F2D64  JFFS2 node (little-endian)
0x00135F55E6  ext2/3/4 superblock magic (@0x438)
0x0013601E7F  ext2/3/4 superblock magic (@0x438)
0x001360A032  ext2/3/4 superblock magic (@0x438)
0x001360EEA3  JFFS2 node (big-endian)
0x0013611B82  JFFS2 node (little-endian)
0x001361765D  JFFS2 node (big-endian)
0x001361F8FF  JFFS2 node (little-endian)
0x001362F45F  JFFS2 node (big-endian)
0x00136320CA  JFFS2 node (little-endian)
0x0013641E52  JFFS2 node (big-endian)
0x0013644B8C  ext2/3/4 superblock magic (@0x438)
0x0013646E7A  ext2/3/4 superblock magic (@0x438)
0x001364EF8C  JFFS2 node (big-endian)
0x001365CB95  ext2/3/4 superblock magic (@0x438)
0x00136694D7  JFFS2 node (little-endian)
0x001366E39E  JFFS2 node (big-endian)
0x001366E731  JFFS2 node (little-endian)
0x00136739FD  ext2/3/4 superblock magic (@0x438)
0x001367DF0F  ext2/3/4 superblock magic (@0x438)
0x001367FF7B  ext2/3/4 superblock magic (@0x438)
0x0013681046  JFFS2 node (little-endian)
0x001368FD76  JFFS2 node (little-endian)
0x00136912B6  JFFS2 node (little-endian)
0x001369622F  ext2/3/4 superblock magic (@0x438)
0x001369C655  ext2/3/4 superblock magic (@0x438)
0x001369EFB8  JFFS2 node (little-endian)
0x00136A877C  JFFS2 node (little-endian)
0x00136A8FF4  JFFS2 node (little-endian)
0x00136B15D4  JFFS2 node (little-endian)
0x00136B2BA9  JFFS2 node (little-endian)
0x00136BDAE6  JFFS2 node (big-endian)
0x00136C2E21  JFFS2 node (big-endian)
0x00136C50E0  ext2/3/4 superblock magic (@0x438)
0x00136CDD03  JFFS2 node (big-endian)
0x00136CFFE2  JFFS2 node (big-endian)
0x00136D1866  JFFS2 node (little-endian)
0x00136D48A8  JFFS2 node (little-endian)
0x00136E495A  ext2/3/4 superblock magic (@0x438)
0x00136E5820  JFFS2 node (little-endian)
0x00136ECA54  JFFS2 node (big-endian)
0x00136ECEBC  JFFS2 node (little-endian)
0x00136FBF42  JFFS2 node (little-endian)
0x0013702F87  ext2/3/4 superblock magic (@0x438)
0x00137057BB  JFFS2 node (big-endian)
0x0013706D13  JFFS2 node (little-endian)
0x001370A638  JFFS2 node (little-endian)
0x00137106B3  JFFS2 node (little-endian)
0x0013716321  JFFS2 node (little-endian)
0x001371B262  JFFS2 node (big-endian)
0x001371DF78  ext2/3/4 superblock magic (@0x438)
0x0013727048  ext2/3/4 superblock magic (@0x438)
0x001372B28B  JFFS2 node (big-endian)
0x0013732A12  ext2/3/4 superblock magic (@0x438)
0x001373449C  JFFS2 node (big-endian)
0x00137349F9  ext2/3/4 superblock magic (@0x438)
0x0013735B11  JFFS2 node (big-endian)
0x0013735E59  ext2/3/4 superblock magic (@0x438)
0x00137388B3  JFFS2 node (big-endian)
0x001373B768  JFFS2 node (little-endian)
0x001373CA49  JFFS2 node (big-endian)
0x001373FFA5  JFFS2 node (little-endian)
0x0013741B76  JFFS2 node (big-endian)
0x0013750A05  JFFS2 node (little-endian)
0x001375CAFA  JFFS2 node (big-endian)
0x0013765703  JFFS2 node (little-endian)
0x0013786E66  ext2/3/4 superblock magic (@0x438)
0x0013790549  JFFS2 node (big-endian)
0x0013797610  JFFS2 node (little-endian)
0x001379798C  JFFS2 node (big-endian)
0x001379E45F  JFFS2 node (little-endian)
0x00137A5C1E  JFFS2 node (little-endian)
0x00137B3A19  JFFS2 node (little-endian)
0x00137C50A4  JFFS2 node (big-endian)
0x00137ED956  JFFS2 node (little-endian)
0x00137ED957  JFFS2 node (big-endian)
0x00137F1B52  JFFS2 node (little-endian)
0x00137F3EA7  JFFS2 node (little-endian)
0x00137F5CC3  ext2/3/4 superblock magic (@0x438)
0x00138040B2  ext2/3/4 superblock magic (@0x438)
0x0013806657  ext2/3/4 superblock magic (@0x438)
0x001380A8D9  JFFS2 node (little-endian)
0x0013812245  ext2/3/4 superblock magic (@0x438)
0x0013815C48  JFFS2 node (little-endian)
0x001381B615  ext2/3/4 superblock magic (@0x438)
0x001381DAFA  JFFS2 node (little-endian)
0x001381DDBD  ext2/3/4 superblock magic (@0x438)
0x001381E953  ext2/3/4 superblock magic (@0x438)
0x0013821475  JFFS2 node (little-endian)
0x001382ED0E  ext2/3/4 superblock magic (@0x438)
0x001383108F  JFFS2 node (little-endian)
0x0013839809  JFFS2 node (big-endian)
0x001383F72A  ext2/3/4 superblock magic (@0x438)
0x0013843480  ext2/3/4 superblock magic (@0x438)
0x00138608A4  JFFS2 node (big-endian)
0x001386289B  JFFS2 node (little-endian)
0x001386C99A  ext2/3/4 superblock magic (@0x438)
0x001387214D  ext2/3/4 superblock magic (@0x438)
0x001387F589  JFFS2 node (little-endian)
0x001387F827  JFFS2 node (little-endian)
0x001387FBE6  ext2/3/4 superblock magic (@0x438)
0x0013883343  ext2/3/4 superblock magic (@0x438)
0x0013889419  JFFS2 node (little-endian)
0x001388A142  ext2/3/4 superblock magic (@0x438)
0x001388BC20  ext2/3/4 superblock magic (@0x438)
0x00138932F7  JFFS2 node (little-endian)
0x001389DE8D  JFFS2 node (big-endian)
0x00138A50D7  ext2/3/4 superblock magic (@0x438)
0x00138A584C  ext2/3/4 superblock magic (@0x438)
0x00138B03ED  ext2/3/4 superblock magic (@0x438)
0x00138BA3AB  ext2/3/4 superblock magic (@0x438)
0x00138C49EE  JFFS2 node (little-endian)
0x00138C5969  JFFS2 node (little-endian)
0x00138C7877  ext2/3/4 superblock magic (@0x438)
0x00138CDBDB  JFFS2 node (little-endian)
0x00138D13C6  JFFS2 node (big-endian)
0x00138DDB61  ext2/3/4 superblock magic (@0x438)
0x00138E2C14  JFFS2 node (big-endian)
0x00138E4DBC  ext2/3/4 superblock magic (@0x438)
0x00138EAE85  JFFS2 node (little-endian)
0x00138EC456  JFFS2 node (little-endian)
0x00139012CD  ext2/3/4 superblock magic (@0x438)
0x0013913E0C  JFFS2 node (little-endian)
0x0013930E72  JFFS2 node (big-endian)
0x0013933936  ext2/3/4 superblock magic (@0x438)
0x001394A93F  JFFS2 node (big-endian)
0x001394FDB7  JFFS2 node (little-endian)
0x0013966544  ext2/3/4 superblock magic (@0x438)
0x001396A25E  JFFS2 node (little-endian)
0x001398327D  JFFS2 node (little-endian)
0x0013983AF9  JFFS2 node (big-endian)
0x001398D2B0  JFFS2 node (little-endian)
0x001398D2DB  JFFS2 node (little-endian)
0x0013993606  JFFS2 node (big-endian)
0x001399BC0D  ext2/3/4 superblock magic (@0x438)
0x001399C935  JFFS2 node (little-endian)
0x001399CB03  ext2/3/4 superblock magic (@0x438)
0x001399CB0D  ext2/3/4 superblock magic (@0x438)
0x001399CDE7  ext2/3/4 superblock magic (@0x438)
0x001399D13B  ext2/3/4 superblock magic (@0x438)
0x001399D1AD  ext2/3/4 superblock magic (@0x438)
0x001399D3D6  ext2/3/4 superblock magic (@0x438)
0x00139A0AF4  JFFS2 node (little-endian)
0x00139A443A  JFFS2 node (little-endian)
0x00139AEDF8  ext2/3/4 superblock magic (@0x438)
0x00139B18AD  ext2/3/4 superblock magic (@0x438)
0x00139B18D7  ext2/3/4 superblock magic (@0x438)
0x00139B256C  JFFS2 node (little-endian)
0x00139B2577  JFFS2 node (little-endian)
0x00139B25A9  JFFS2 node (little-endian)
0x00139B617F  JFFS2 node (little-endian)
0x00139BDA92  JFFS2 node (little-endian)
0x00139BDBC0  JFFS2 node (little-endian)
0x00139BDC1E  JFFS2 node (little-endian)
0x00139BEC35  JFFS2 node (little-endian)
0x00139BF42E  JFFS2 node (little-endian)
0x00139BF661  JFFS2 node (little-endian)
0x00139BF6BA  JFFS2 node (little-endian)
0x00139BF89B  JFFS2 node (little-endian)
0x00139C0745  JFFS2 node (little-endian)
0x00139C13CE  JFFS2 node (little-endian)
0x00139C34F4  ext2/3/4 superblock magic (@0x438)
0x00139C3AD6  JFFS2 node (little-endian)
0x00139C3E11  JFFS2 node (little-endian)
0x00139C3F9C  JFFS2 node (little-endian)
0x00139C3FDA  JFFS2 node (little-endian)
0x00139C4273  JFFS2 node (little-endian)
0x00139C5B76  JFFS2 node (little-endian)
0x00139C906B  JFFS2 node (little-endian)
0x00139CC965  JFFS2 node (big-endian)
0x00139D059D  JFFS2 node (little-endian)
0x00139D061A  JFFS2 node (little-endian)
0x00139D2860  JFFS2 node (big-endian)
0x00139D2E7A  ext2/3/4 superblock magic (@0x438)
0x00139D3EB1  JFFS2 node (big-endian)
0x00139EFD91  ext2/3/4 superblock magic (@0x438)
0x0013A018DD  ext2/3/4 superblock magic (@0x438)
0x0013A0E67E  JFFS2 node (little-endian)
0x0013A0FDB9  JFFS2 node (big-endian)
0x0013A17BF2  JFFS2 node (little-endian)
0x0013A17BFF  JFFS2 node (little-endian)
0x0013A23E5B  JFFS2 node (little-endian)
0x0013A25F8D  JFFS2 node (little-endian)
0x0013A2753B  JFFS2 node (little-endian)
0x0013A27D41  JFFS2 node (little-endian)
0x0013A29F09  ext2/3/4 superblock magic (@0x438)
0x0013A2A19F  JFFS2 node (little-endian)
0x0013A2F7BA  JFFS2 node (little-endian)
0x0013A39139  JFFS2 node (little-endian)
0x0013A46D6C  ext2/3/4 superblock magic (@0x438)
0x0013A4821B  JFFS2 node (little-endian)
0x0013A5EF24  ext2/3/4 superblock magic (@0x438)
0x0013A6D704  JFFS2 node (big-endian)
0x0013A6E19C  JFFS2 node (little-endian)
0x0013A749AA  ext2/3/4 superblock magic (@0x438)
0x0013A98CA6  ext2/3/4 superblock magic (@0x438)
0x0013ABBA10  JFFS2 node (little-endian)
0x0013ABEFE2  ext2/3/4 superblock magic (@0x438)
0x0013ABF893  JFFS2 node (little-endian)
0x0013AC238A  JFFS2 node (little-endian)
0x0013AC2898  JFFS2 node (little-endian)
0x0013AC83EB  ext2/3/4 superblock magic (@0x438)
0x0013ACECEB  ext2/3/4 superblock magic (@0x438)
0x0013AD3652  JFFS2 node (little-endian)
0x0013ADF053  ext2/3/4 superblock magic (@0x438)
0x0013AEC32D  JFFS2 node (little-endian)
0x0013AECDCE  JFFS2 node (little-endian)
0x0013AEE5B6  JFFS2 node (little-endian)
0x0013AEF443  JFFS2 node (little-endian)
0x0013AF8406  JFFS2 node (little-endian)
0x0013B02A32  ext2/3/4 superblock magic (@0x438)
0x0013B0B7C0  ext2/3/4 superblock magic (@0x438)
0x0013B18184  JFFS2 node (little-endian)
0x0013B19678  JFFS2 node (little-endian)
0x0013B1B2D3  ext2/3/4 superblock magic (@0x438)
0x0013B1E4D3  JFFS2 node (big-endian)
0x0013B1FB42  JFFS2 node (big-endian)
0x0013B23358  ext2/3/4 superblock magic (@0x438)
0x0013B24DDE  ext2/3/4 superblock magic (@0x438)
0x0013B28D7E  ext2/3/4 superblock magic (@0x438)
0x0013B34A91  ext2/3/4 superblock magic (@0x438)
0x0013B3891C  ext2/3/4 superblock magic (@0x438)
0x0013B3AB35  ext2/3/4 superblock magic (@0x438)
0x0013B41848  ext2/3/4 superblock magic (@0x438)
0x0013B45C10  ext2/3/4 superblock magic (@0x438)
0x0013B50673  JFFS2 node (little-endian)
0x0013B63EF9  ext2/3/4 superblock magic (@0x438)
0x0013B64A5D  JFFS2 node (little-endian)
0x0013B663AE  ext2/3/4 superblock magic (@0x438)
0x0013B6A0CB  ext2/3/4 superblock magic (@0x438)
0x0013B6D239  ext2/3/4 superblock magic (@0x438)
0x0013B6D24B  ext2/3/4 superblock magic (@0x438)
0x0013B6D2D5  ext2/3/4 superblock magic (@0x438)
0x0013B6D30F  ext2/3/4 superblock magic (@0x438)
0x0013B6D353  ext2/3/4 superblock magic (@0x438)
0x0013B6D361  ext2/3/4 superblock magic (@0x438)
0x0013B6D377  ext2/3/4 superblock magic (@0x438)
0x0013B6D389  ext2/3/4 superblock magic (@0x438)
0x0013B6D3A9  ext2/3/4 superblock magic (@0x438)
0x0013B6D3D4  ext2/3/4 superblock magic (@0x438)
0x0013B6D3EB  ext2/3/4 superblock magic (@0x438)
0x0013B6D40B  ext2/3/4 superblock magic (@0x438)
0x0013B6D448  ext2/3/4 superblock magic (@0x438)
0x0013B6D4E3  ext2/3/4 superblock magic (@0x438)
0x0013B6D4EC  ext2/3/4 superblock magic (@0x438)
0x0013B6D595  ext2/3/4 superblock magic (@0x438)
0x0013B6D5A3  ext2/3/4 superblock magic (@0x438)
0x0013B6D5DA  ext2/3/4 superblock magic (@0x438)
0x0013B6D652  ext2/3/4 superblock magic (@0x438)
0x0013B6D68D  ext2/3/4 superblock magic (@0x438)
0x0013B6D6C4  ext2/3/4 superblock magic (@0x438)
0x0013B6D6F2  ext2/3/4 superblock magic (@0x438)
0x0013B6D724  ext2/3/4 superblock magic (@0x438)
0x0013B6D741  ext2/3/4 superblock magic (@0x438)
0x0013B6D774  ext2/3/4 superblock magic (@0x438)
0x0013B6D77D  ext2/3/4 superblock magic (@0x438)
0x0013B6D7E2  ext2/3/4 superblock magic (@0x438)
0x0013B6D8AD  ext2/3/4 superblock magic (@0x438)
0x0013B6D8E8  ext2/3/4 superblock magic (@0x438)
0x0013B6D947  ext2/3/4 superblock magic (@0x438)
0x0013B6D992  ext2/3/4 superblock magic (@0x438)
0x0013B6D99D  ext2/3/4 superblock magic (@0x438)
0x0013B6DA68  ext2/3/4 superblock magic (@0x438)
0x0013B6DB0C  ext2/3/4 superblock magic (@0x438)
0x0013B6DB11  ext2/3/4 superblock magic (@0x438)
0x0013B6DB79  ext2/3/4 superblock magic (@0x438)
0x0013B6E0F2  JFFS2 node (little-endian)
0x0013B6E352  JFFS2 node (little-endian)
0x0013B6EBFC  ext2/3/4 superblock magic (@0x438)
0x0013B6EE92  JFFS2 node (little-endian)
0x0013B7992B  JFFS2 node (little-endian)
0x0013B86440  ext2/3/4 superblock magic (@0x438)
0x0013B88983  ext2/3/4 superblock magic (@0x438)
0x0013B88BAB  ext2/3/4 superblock magic (@0x438)
0x0013B8DD8D  JFFS2 node (big-endian)
0x0013B9B1D2  ext2/3/4 superblock magic (@0x438)
0x0013B9BDE3  JFFS2 node (little-endian)
0x0013B9BEAD  JFFS2 node (little-endian)
0x0013B9D781  ext2/3/4 superblock magic (@0x438)
0x0013B9F6AD  ext2/3/4 superblock magic (@0x438)
0x0013B9FF7A  ext2/3/4 superblock magic (@0x438)
0x0013BAC66A  JFFS2 node (little-endian)
0x0013BAC6A3  JFFS2 node (little-endian)
0x0013BACCBD  ext2/3/4 superblock magic (@0x438)
0x0013BBB519  JFFS2 node (big-endian)
0x0013BBC61D  JFFS2 node (little-endian)
0x0013BC38F4  ext2/3/4 superblock magic (@0x438)
0x0013BD238F  ext2/3/4 superblock magic (@0x438)
0x0013BD9EAD  ext2/3/4 superblock magic (@0x438)
0x0013BE00A5  ext2/3/4 superblock magic (@0x438)
0x0013BE326A  ext2/3/4 superblock magic (@0x438)
0x0013BE9648  JFFS2 node (big-endian)
0x0013C025CA  JFFS2 node (big-endian)
0x0013C06C2E  ext2/3/4 superblock magic (@0x438)
0x0013C072CB  JFFS2 node (little-endian)
0x0013C09C0F  ext2/3/4 superblock magic (@0x438)
0x0013C1A2EF  ext2/3/4 superblock magic (@0x438)
0x0013C1A62C  JFFS2 node (little-endian)
0x0013C364AC  JFFS2 node (little-endian)
0x0013C41204  JFFS2 node (little-endian)
0x0013C433D6  JFFS2 node (little-endian)
0x0013C43AB1  JFFS2 node (little-endian)
0x0013C48B27  JFFS2 node (little-endian)
0x0013C5E09C  JFFS2 node (little-endian)
0x0013C6E633  ext2/3/4 superblock magic (@0x438)
0x0013C70047  ext2/3/4 superblock magic (@0x438)
0x0013C73DB0  JFFS2 node (little-endian)
0x0013C75D84  JFFS2 node (little-endian)
0x0013C78709  JFFS2 node (big-endian)
0x0013C793EB  JFFS2 node (little-endian)
0x0013C7A5DE  JFFS2 node (little-endian)
0x0013C7E0AA  ext2/3/4 superblock magic (@0x438)
0x0013C85ACE  JFFS2 node (little-endian)
0x0013C8663F  JFFS2 node (little-endian)
0x0013C87357  JFFS2 node (little-endian)
0x0013C8C38F  JFFS2 node (big-endian)
0x0013C8FCCF  JFFS2 node (little-endian)
0x0013C90914  ext2/3/4 superblock magic (@0x438)
0x0013C9EC28  ext2/3/4 superblock magic (@0x438)
0x0013C9EE39  JFFS2 node (little-endian)
0x0013CA6AEB  JFFS2 node (little-endian)
0x0013CA74D3  JFFS2 node (little-endian)
0x0013CAD6AD  JFFS2 node (little-endian)
0x0013CB1840  JFFS2 node (little-endian)
0x0013CB2F71  JFFS2 node (little-endian)
0x0013CBB41E  ext2/3/4 superblock magic (@0x438)
0x0013CBF50E  JFFS2 node (little-endian)
0x0013CD186A  ext2/3/4 superblock magic (@0x438)
0x0013CD2CE0  JFFS2 node (little-endian)
0x0013CD315C  JFFS2 node (little-endian)
0x0013CD6CFD  JFFS2 node (little-endian)
0x0013CD7982  JFFS2 node (big-endian)
0x0013CD8965  JFFS2 node (little-endian)
0x0013CF838D  ext2/3/4 superblock magic (@0x438)
0x0013CFA42C  JFFS2 node (big-endian)
0x0013D04861  ext2/3/4 superblock magic (@0x438)
0x0013D10F45  JFFS2 node (little-endian)
0x0013D170E6  JFFS2 node (little-endian)
0x0013D1C84D  JFFS2 node (little-endian)
0x0013D1FE81  JFFS2 node (little-endian)
0x0013D21EAD  JFFS2 node (little-endian)
0x0013D21F43  JFFS2 node (little-endian)
0x0013D2398B  ext2/3/4 superblock magic (@0x438)
0x0013D271B4  JFFS2 node (little-endian)
0x0013D2F055  ext2/3/4 superblock magic (@0x438)
0x0013D30C68  JFFS2 node (little-endian)
0x0013D33518  JFFS2 node (little-endian)
0x0013D38DDD  JFFS2 node (little-endian)
0x0013D3C051  JFFS2 node (little-endian)
0x0013D478FF  JFFS2 node (little-endian)
0x0013D47908  JFFS2 node (little-endian)
0x0013D47A70  JFFS2 node (little-endian)
0x0013D48C2F  JFFS2 node (little-endian)
0x0013D4CFA3  JFFS2 node (little-endian)
0x0013D4EEFF  ext2/3/4 superblock magic (@0x438)
0x0013D4F325  ext2/3/4 superblock magic (@0x438)
0x0013D5678E  ext2/3/4 superblock magic (@0x438)
0x0013D5FB97  JFFS2 node (big-endian)
0x0013D6088F  ext2/3/4 superblock magic (@0x438)
0x0013D70DBA  JFFS2 node (little-endian)
0x0013D72CAC  ext2/3/4 superblock magic (@0x438)
0x0013D8FF49  JFFS2 node (big-endian)
0x0013D96ABF  JFFS2 node (little-endian)
0x0013D96AEE  ext2/3/4 superblock magic (@0x438)
0x0013D97D07  ext2/3/4 superblock magic (@0x438)
0x0013D97F7A  JFFS2 node (big-endian)
0x0013D98366  JFFS2 node (little-endian)
0x0013D9845A  JFFS2 node (little-endian)
0x0013D996D2  JFFS2 node (little-endian)
0x0013D9A5A2  JFFS2 node (little-endian)
0x0013D9B17D  JFFS2 node (little-endian)
0x0013D9B1A7  JFFS2 node (little-endian)
0x0013DA15BA  ext2/3/4 superblock magic (@0x438)
0x0013DA4336  ext2/3/4 superblock magic (@0x438)
0x0013DA5496  ext2/3/4 superblock magic (@0x438)
0x0013DA7BE3  JFFS2 node (little-endian)
0x0013DBAAE4  ext2/3/4 superblock magic (@0x438)
0x0013DBBDA7  ext2/3/4 superblock magic (@0x438)
0x0013DC494A  JFFS2 node (little-endian)
0x0013DC4A88  JFFS2 node (little-endian)
0x0013DD77AB  ext2/3/4 superblock magic (@0x438)
0x0013DDBCEF  JFFS2 node (little-endian)
0x0013DE5D82  JFFS2 node (little-endian)
0x0013DE5DBE  JFFS2 node (little-endian)
0x0013DE63C5  JFFS2 node (little-endian)
0x0013DEF040  ext2/3/4 superblock magic (@0x438)
0x0013E1437E  ext2/3/4 superblock magic (@0x438)
0x0013E35A44  ext2/3/4 superblock magic (@0x438)
0x0013E3A771  ext2/3/4 superblock magic (@0x438)
0x0013E40BE6  JFFS2 node (little-endian)
0x0013E4105E  ext2/3/4 superblock magic (@0x438)
0x0013E420E1  ext2/3/4 superblock magic (@0x438)
0x0013E44150  JFFS2 node (little-endian)
0x0013E45AEB  JFFS2 node (big-endian)
0x0013E49937  ext2/3/4 superblock magic (@0x438)
0x0013E4BD32  JFFS2 node (big-endian)
0x0013E4C927  JFFS2 node (big-endian)
0x0013E4CD29  JFFS2 node (little-endian)
0x0013E4F284  ext2/3/4 superblock magic (@0x438)
0x0013E549E5  JFFS2 node (big-endian)
0x0013E59C29  ext2/3/4 superblock magic (@0x438)
0x0013E5CC46  JFFS2 node (big-endian)
0x0013E5E689  ext2/3/4 superblock magic (@0x438)
0x0013E60A18  JFFS2 node (big-endian)
0x0013E61156  JFFS2 node (big-endian)
0x0013E651F5  JFFS2 node (little-endian)
0x0013E694DF  ext2/3/4 superblock magic (@0x438)
0x0013E6C557  JFFS2 node (big-endian)
0x0013E6CB87  JFFS2 node (little-endian)
0x0013E6EA82  JFFS2 node (big-endian)
0x0013E7BB61  JFFS2 node (big-endian)
0x0013E82D9D  JFFS2 node (big-endian)
0x0013E84C09  ext2/3/4 superblock magic (@0x438)
0x0013E85508  JFFS2 node (little-endian)
0x0013E93525  ext2/3/4 superblock magic (@0x438)
0x0013EAC3FC  JFFS2 node (big-endian)
0x0013EAE7CA  ext2/3/4 superblock magic (@0x438)
0x0013EAFA4F  JFFS2 node (big-endian)
0x0013EB5952  ext2/3/4 superblock magic (@0x438)
0x0013EB8BC6  JFFS2 node (big-endian)
0x0013EB9076  JFFS2 node (big-endian)
0x0013EBD367  JFFS2 node (little-endian)
0x0013EC5E98  JFFS2 node (little-endian)
0x0013ECB480  JFFS2 node (little-endian)
0x0013ECF937  JFFS2 node (little-endian)
0x0013ED3858  JFFS2 node (big-endian)
0x0013EDA7D5  JFFS2 node (big-endian)
0x0013EDF2F7  JFFS2 node (big-endian)
0x0013EEFA76  JFFS2 node (little-endian)
0x0013EF2951  JFFS2 node (little-endian)
0x0013EF2E92  JFFS2 node (big-endian)
0x0013EF3322  JFFS2 node (little-endian)
0x0013EF41E7  JFFS2 node (big-endian)
0x0013F0434F  JFFS2 node (big-endian)
0x0013F0E49E  ext2/3/4 superblock magic (@0x438)
0x0013F123AC  JFFS2 node (big-endian)
0x0013F1886B  JFFS2 node (big-endian)
0x0013F29A44  ext2/3/4 superblock magic (@0x438)
0x0013F33B45  JFFS2 node (big-endian)
0x0013F36F13  JFFS2 node (little-endian)
0x0013F37744  JFFS2 node (big-endian)
0x0013F4E0E9  ext2/3/4 superblock magic (@0x438)
0x0013F4ED4A  JFFS2 node (little-endian)
0x0013F54793  JFFS2 node (little-endian)
0x0013F54CB0  JFFS2 node (big-endian)
0x0013F5968E  ext2/3/4 superblock magic (@0x438)
0x0013F5FF27  JFFS2 node (big-endian)
0x0013F60D8C  ext2/3/4 superblock magic (@0x438)
0x0013F61C4F  JFFS2 node (big-endian)
0x0013F64C53  ext2/3/4 superblock magic (@0x438)
0x0013F66A5B  JFFS2 node (little-endian)
0x0013F6EC4A  ext2/3/4 superblock magic (@0x438)
0x0013F7A65A  ext2/3/4 superblock magic (@0x438)
0x0013F7C708  JFFS2 node (big-endian)
0x0013F7F7D8  JFFS2 node (big-endian)
0x0013F85E1A  ext2/3/4 superblock magic (@0x438)
0x0013F8720B  JFFS2 node (big-endian)
0x0013F9507D  ext2/3/4 superblock magic (@0x438)
0x0013F97649  JFFS2 node (big-endian)
0x0013F97F6C  ext2/3/4 superblock magic (@0x438)
0x0013F99C66  JFFS2 node (little-endian)
0x0013F9AB09  ext2/3/4 superblock magic (@0x438)
0x0013FA6C60  JFFS2 node (big-endian)
0x0013FBEEFF  JFFS2 node (little-endian)
0x0013FC7D08  JFFS2 node (little-endian)
0x0013FD125C  JFFS2 node (big-endian)
0x0013FD20C4  ext2/3/4 superblock magic (@0x438)
0x0013FE3789  ext2/3/4 superblock magic (@0x438)
